BEVOEGD GEZAG NUMMER;BEVOEGD GEZAG NAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES;ADMINISTRATIEKANTOORNUMMER;SOORT PRIMAIR ONDERWIJS
42510;Stichting Openbaar Onderwijs Groep Groningen;Leonard Springerlaan;39;9727 KB;GRONINGEN;0014;GRONINGEN;Openbaar;0503688800;www.openbaaronderwijsgroepgroningen.nl;Postbus;744;9700 AS;GRONINGEN;804;BO + SBO + SO + VSO
42514;Stichting Ronduit;Rubenslaan;2;1816 MB;ALKMAAR;0361;ALKMAAR;Overige;0725147830;www.ronduitonderwijs.nl;Rubenslaan;2;1816 MB;ALKMAAR;715;BO + SBO + SO + VSO
42521;Stichting Evangelisch Onderwijs Ede;Goudenstein;1-A;6714 DA;EDE GLD;0228;EDE;Evangelisch;0318626104;www.ebsderots.nl;Goudenstein;1-A;6714 DA;EDE GLD;606;BO
42523;Stichting Interconfessioneel Basisonderwijs Zeewolde;Gedempte Gracht;25;3894 BA;ZEEWOLDE;0050;ZEEWOLDE;Interconfessioneel;0639276505;www.sko-zeewolde.nl;Gedempte Gracht;25;3894 BA;ZEEWOLDE;706;BO
42524;Stg. voor Prot. Christelijk Onderwijs Roosendaal;Langdonk;39;4707 TG;ROOSENDAAL;1674;ROOSENDAAL;Protestants-Christelijk;0165541809;www.kroevendonk.nl;Langdonk;39;4707 TG;ROOSENDAAL;136;BO
42527;Stichting Witte Tulp Onderwijs (SWTO);Koos Vorrinkweg;5;1069 JR;AMSTERDAM;0363;AMSTERDAM;Algemeen bijzonder;0206138482;www.stichtingwittetulp.nl;Postbus;9920;1006 AP;AMSTERDAM;   ;BO
42533;Stichting Interconf. Onderw. Vlaardingen;Rotterdamseweg;115;3135 PT;VLAARDINGEN;0622;VLAARDINGEN;Interconfessioneel;0104708516;www.avonturijnvlaardingen.nl;Postbus;80;3360 AB;SLIEDRECHT;136;BO
42535;Almeerse Scholen Groep (ASG) Stg.Openb.Prim.Ond.,Nwe Wijken;Randstad;2031;1314 BC;ALMERE;0034;ALMERE;Openbaar;0365406363;www.almeersescholengroep.nl;Postbus;60276;1320 AH;ALMERE;626;BO
42536;St.Kon.Visio, expertisecentr. slechtziende en blinde mensen;Amersfoortsestraatweg;180;1272 RR;HUIZEN;0406;HUIZEN;Algemeen bijzonder;0885855000;www.visio.org;Postbus;1180;1270 BD;HUIZEN;706;SO + VSO
42538;Stichting Eduquaat;Oude Laarderweg;15;6003 ME;WEERT;0988;WEERT;Openbaar;0495539067;www.eduquaat.nl;Postbus;10051;6000 GB;WEERT;696;BO
42540;Meilân, Stg v Christelijk Basis Onderwijs Lemsterland, Skarsterlân en Heerenveen;E A Borgerstraat;27;8501 NC;JOURE;1940;DE FRYSKE MARREN;Protestants-Christelijk;0513419710;www.cbo-meilan.nl;Postbus;125;8500 AC;JOURE;948;BO
42541;Ver. tot stg. en instandhoud. van scholen;Veldhuizerbrink;24;6712 BZ;EDE GLD;0228;EDE;Gereformeerd;0318615639;www.stwillem3ede.nl;Veldhuizerbrink;24;6712 BZ;EDE GLD;165;BO
42542;Stichting Voorschotense Openbare School;Multatulilaan;92;2251 ZM;VOORSCHOTEN;0626;VOORSCHOTEN;Overige;0715166600;www.obsdevos.nl;Postbus;4009;2301 RA;LEIDEN;098;BO
42545;Stichting Palludara;Roodhemsterweg;7;8651 CV;IJLST;1900;SUDWEST-FRYSLAN;Protestants-Christelijk;0515531826;www.palludara.nl;Postbus;36;8650 AA;IJLST;   ;BO
42546;Stichting voor Openbaar Onderw. Odyssee;Bredyk;4;8601 ZD;SNEEK;1900;SUDWEST-FRYSLAN;Openbaar;0515857020;www.odysseescholen.nl;Bredyk;4;8601 ZD;SNEEK;   ;BO + SBO + SO + VSO
42552;Stichting scholengroep openbaar onderwijs Lelystad;Meenthoek;1;8224 BS;LELYSTAD;0995;LELYSTAD;Openbaar;0320767700;www.stichtingschool.nl;Postbus;2451;8203 AL;LELYSTAD;638;BO + SBO + SO + VSO
42553;Stichting Openbaar Onderwijs Noord;Papaverweg;34;1032 KJ;AMSTERDAM;0363;AMSTERDAM;Openbaar;0208201410;www.openbaaronderwijsnoord.nl;Papaverweg;34;1032 KJ;AMSTERDAM;638;BO + SBO
42554;Stichting Openbaar Primair Onderwijs Borger-Odoorn;De Baander;2;9531 MC;BORGER;1681;BORGER-ODOORN;Openbaar;0599353570;www.opoborger-odoorn.nl;De Baander;2;9531 MC;BORGER;948;BO
42557;Stichting Openb. Prim. Onderw. Hoogeveen;Elbe;2-B;7908 HB;HOOGEVEEN;0118;HOOGEVEEN;Openbaar;0528234599;www.bijeen-hoogeveen.nl;Postbus;2113;7900 BC;HOOGEVEEN;948;BO
42558;Stichting openbaar primair en speciaal onderwijs Purmerend;Gedempte Singelgracht;18;1441 AP;PURMEREND;0439;PURMEREND;Openbaar;0299820900;www.opso-purmerend.nl;Postbus;200;1440 AE;PURMEREND;222;BO + SBO + SO + VSO
42559;Ver tot Stg en Insth v Scholen md Bijbel te Groot Ammers en Langerak;Leeuwerikstraat;11;2964 CA;GROOT-AMMERS;1927;MOLENWAARD;Protestants-Christelijk;0184661223;                                                                                ;Irenestraat;140;2964 BL;GROOT-AMMERS;706;BO
42561;Stichting Poolsterscholen;Graanweg;1-D;7242 AT;LOCHEM;0262;LOCHEM;Openbaar;0573257300;www.poolsterscholen.nl;Graanweg;1-D;7242 AT;LOCHEM;722;BO
42562;Stg. Openb. Primair Onderwijs Hendrik-Ido-Ambacht;De Plaats;20-A;3342 GL;HENDRIK-IDO-AMBACHT;0531;HENDRIK-IDO-AMBACHT;Openbaar;0786849150;www.dopo.nu;Postbus;243;3340 AE;HENDRIK-IDO-AMBACHT;606;BO
42564;Stichting Katholiek Onderwijs Breukelen;Baroniestraat;41;5281 JB;BOXTEL;0757;BOXTEL;Rooms-Katholiek;0411672701;www.angelaschoolboxtel.nl;Baroniestraat;41;5281 JB;BOXTEL;950;BO
42567;Stichting Openbaar Onderwijs Wijk bij Duurstede;Karel de Grotestraat;30;3962 CL;WIJK BIJ DUURSTEDE;0352;WIJK BIJ DUURSTEDE;Openbaar;0343592968;www.obs.wijk.nl;Postbus;97;3960 BB;WIJK BIJ DUURSTEDE;136;BO
42569;Stg. Openbaar Basisonderwijs Alblasserdam;Van Eesterensingel;197;2951 AP;ALBLASSERDAM;0482;ALBLASSERDAM;Openbaar;          ;www.opa.nl;Postbus;46;2950 AA;ALBLASSERDAM;606;BO
42570;Mantum onderwijs;Claudius Civilislaan;30;3132 JB;VLAARDINGEN;0622;VLAARDINGEN;Reformatorisch;0184412507;www.mantum.nl;Claudius Civilislaan;30;3132 JB;VLAARDINGEN;136;BO
42572;Stichting Oosterwijs;Gerrit van der Veenstr;24;5348 RD;OSS;0828;OSS;Algemeen bijzonder;          ;                                                                                ;Gerrit van der Veenstr;24;5348 RD;OSS;136;SO + VSO
42573;Stichting RESPONZ;Willem Dreespark;307;2531 SX;'S-GRAVENHAGE;0518;S GRAVENHAGE;Algemeen bijzonder;0703888850;www.responz.net;Willem Dreespark;307;2531 SX;'S-GRAVENHAGE;065;SO + VSO
42577;Stichting Katholiek Onderwijs Maasdal;Sportparklaan;58;6097 CW;HEEL;1641;MAASGOUW;Rooms-Katholiek;0475518055;www.skomaasdal.nl;Postbus;5104;6097 ZJ;HEEL;401;BO
42579;Stichting Casa School;Goudenregensingel;25-A;2641 AV;PIJNACKER;1926;PIJNACKER-NOOTDORP;Algemeen bijzonder;0152010376;www.casaschool.nl;Goudenregensingel;25-A;2641 AV;PIJNACKER;638;BO
42580;Stichting Evangelisch Onderwijs Deventer e o;Koningin Wilhelminalaan;16;7415 KS;DEVENTER;0150;DEVENTER;Evangelisch;0570820225;www.ebsdeolijfboom.nl;Koningin Wilhelminalaan;16;7415 KS;DEVENTER;638;BO
42582;Stichting Evangelisch Basisonderwijs Hoogeveen;Anjerstraat;1;7906 LE;HOOGEVEEN;0118;HOOGEVEEN;Evangelisch;0610564167;www.ebs-defontein.nl;Anjerstraat;1;7906 LE;HOOGEVEEN;638;BO
42587;Stichting voor Christelijk Nationaal Schoolonderw Ede eo;Horapark;3;6717 LZ;EDE GLD;0228;EDE;Protestants-Christelijk;0318619136;www.cnsede.nl;Postbus;8109;6710 AC;EDE GLD;606;BO + SBO
42588;'Stichting SBO De Rotonde';Dokter Hiemstralaan;85;4205 KK;GORINCHEM;0512;GORINCHEM;Openbaar;0183624915;                                                                                ;Postbus;1012;4200 CA;GORINCHEM;136;SBO
42594;Stichting Samenwerkingsschool Rivierenwijk;Andriessenplein;22-A;7425 GX;DEVENTER;0150;DEVENTER;Samenwerking Opb., PC;0570638572;                                                                                ;Postbus;502;7400 AM;DEVENTER;744;BO
42596;De Meent, Stg. v. P.C.P.O. id gemeente Elburg;Weitakkerstraat;8;8081 XX;ELBURG;0230;ELBURG;Protestants-Christelijk;0525655368;www.demeent.nu;Postbus;124;8080 AC;ELBURG;638;BO
42600;Stichting voor Protestants Christelijk Onderwijs Dronten-Zeewolde;De Drieslag;30;8251 JZ;DRONTEN;0303;DRONTEN;Protestants-Christelijk;          ;                                                                                ;Postbus;31;8250 AA;DRONTEN;638;BO
42604;Stichting voor Christelijk Basisonderwijs De Greiden;Dorpsstraat;70;8759 LE;EXMORRA;1900;SUDWEST-FRYSLAN;Protestants-Christelijk;0515577560;www.cbodegreiden.nl;Postbus;100;8700 AC;BOLSWARD;706;BO
42605;Sticht. Beukenrode Onderw. v. interconfession. (RK/PC) spec.;Beukenrodelaan;2-C;3941 ZP;DOORN;1581;UTRECHTSE HEUVELRUG;Samenwerking PC, RK;0343413883;www.beukenrodeonderwijs.nl;Postbus;17;3940 AA;DOORN;136;VSO
42607;Stg. voor Ger. Prim. Onderwijs NoorderBasis;Industrieweg;22;9804 TG;NOORDHORN;0056;ZUIDHORN;Gereformeerd vrijgemaakt;0505244500;www.noorderbasis.nl;Postbus;6;9800 AA;ZUIDHORN;   ;BO + SBO + SO + VSO
42610;Stichting ARCHIPEL SCHOLEN;Falckstraat;2;4384 AA;VLISSINGEN;0718;VLISSINGEN;Openbaar;0118493150;www.archipelscholen.nl;Postbus;7;4380 AA;VLISSINGEN;953;BO
42614;Stichting Bestuur Openbaar Onderwijs Goirle;Hoogen Dries;3;5051 WK;GOIRLE;0785;GOIRLE;                              ;0135344455;                                                                                ;Postbus;150;5050 AD;GOIRLE;401;BO
42616;Stichting voor Katholiek Basisonderwijs Gelderland;Rijksstraatweg;119-A;7231 AD;WARNSVELD;0301;ZUTPHEN;Rooms-Katholiek;0571261109;www.skbg.nl;Rijksstraatweg;119-A;7231 AD;WARNSVELD;744;BO
42623;Stichting Openbaar Onderwijs Zwolle en Regio;Dobbe;74;8032 JX;ZWOLLE;0193;ZWOLLE;                              ;0384555940;www.openbaaronderwijszwolle.nl;Postbus;55;8000 AB;ZWOLLE;   ;BO + SBO + SO + VSO
42632;Stichting voor Protestants-Christelijk Primair Onderwijs op Goeree-Overflakkee;Pascal;40;3241 MB;MIDDELHARNIS;1924;GOEREE-OVERFLAKKEE;Overige;0187484153;www.kindwijs.org;Postbus;337;3240 AH;MIDDELHARNIS;136;BO
42634;Stichting Omnisscholen;Stationspark;2;4462 DZ;GOES;0664;GOES;Overige;0113316350;www.omnisscholen.nl;Postbus;328;4460 AS;GOES;   ;BO
42635;Stichting Leerzaam;Eikstraat;36;1623 LT;HOORN NH;0405;HOORN;                              ;0229548575;www.leerzaam.nl;Postbus;353;1620 AJ;HOORN NH;136;SBO + SO + VSO
42636;Stg Samenwerkingsschool Yn de Mande;F H Gasaustraat;22;9166 RB;SCHIERMONNIKOOG;0088;SCHIERMONNIKOOG;Overige;0519531387;www.yndemande.nl;F H Gasaustraat;22;9166 RB;SCHIERMONNIKOOG;   ;BO
42640;Stichting algemeen bijzonder onderwijs de Liemers;Marketing;30-B;6921 RE;DUIVEN;0226;DUIVEN;Algemeen bijzonder;0264432474;www.stichtingproles.nl;Marketing;30-B;6921 RE;DUIVEN;744;BO
42653;Stichting voor PC/RK Primair Onderwijs Middelburg/Vlissingen;Alexander Gogelweg;65;4384 EV;VLISSINGEN;0718;VLISSINGEN;Samenwerking PC, RK;0118650232;www.onzewijs.nl;Alexander Gogelweg;65;4384 EV;VLISSINGEN;413;BO
42656;Vereniging voor Protestants Christelijk Basisonderwijs in Noardwest Fryslân;Academiestraat;30;8801 LJ;FRANEKER;0070;FRANEKERADEEL;Overige;0517391081;www.cbo-nwf.nl;Postbus;180;8800 AD;FRANEKER;   ;BO
42657;Stichting Openbaar Basisonderwijs Harlingen;Midlumerlaan;13;8861 JE;HARLINGEN;0072;HARLINGEN;Openbaar;0517767550;www.openbaaronderwijsharlingen.nl;Midlumerlaan;13;8861 JE;HARLINGEN;   ;BO
42658;Stichting Een School met de Bijbel te Aalst en Brakel;Oranjestraat;1-A;5308 JW;AALST GLD;0297;ZALTBOMMEL;Protestants-Christelijk;          ;                                                                                ;Postbus;42;5306 ZG;BRAKEL;136;BO
42665;Stichting Speciaal Onderwijs Fryslân;Morra;2-3;9204 KH;DRACHTEN;0090;SMALLINGERLAND;Protestants-Christelijk;0512584594;www.so-fryslan.nl;Morra;2-3;9204 KH;DRACHTEN;   ;SO + VSO
42669;Stichting Kom Leren;Oranjeplein;201;6224 KV;MAASTRICHT;0935;MAASTRICHT;Algemeen bijzonder;0434100300;www.kom-leren.nl;Oranjeplein;201;6224 KV;MAASTRICHT;401;BO
42674;Stichting Democratisch Onderwijs De Vallei;Fazantstraat;2;6665 AX;DRIEL;1734;OVERBETUWE;Algemeen bijzonder;0267370308;www.basisschooldevallei.nl;Lindelaan;23;6871 DW;RENKUM;950;BO
42676;Stichting De Verwondering;Bernhardlaan;23;1141 CM;MONNICKENDAM;0852;WATERLAND;Overige;0655948602;www.basisschooldeverwondering.nl;Postbus;41;1140 AA;MONNICKENDAM;   ;BO
42679;Stichting Kronenburgh;Van Vredenburchweg;158;2284 TT;RIJSWIJK ZH;0603;RIJSWIJK;Overige;0703998806;www.bs-kronenburgh.nl;Van Vredenburchweg;158;2284 TT;RIJSWIJK ZH;413;BO
42683;Stichting Meer Primair;Burgemeester Pabstlaan;10-D;2131 XE;HOOFDDORP;0394;HAARLEMMERMEER;Samenwerking PC, RK;0235542350;                                                                                ;Postbus;223;2130 AE;HOOFDDORP;706;BO
42684;Stichting Onderwijs 4 Nieuwe Tijd (O4NT);Van Nijenrodeweg;897;1081 BH;AMSTERDAM;0363;AMSTERDAM;Overige;0621511995;www.04nt.nl;Van Nijenrodeweg;897;1081 BH;AMSTERDAM;222;BO
42686;Stichting Islamitisch Onderwijs Noord-Holland;De Visserstraat;6-C;1964 ST;HEEMSKERK;0396;HEEMSKERK;Overige;0251810152;www.ibselif.nl;Postbus;457;1940 AL;BEVERWIJK;706;BO
42687;Stichting Elan;Hoflaan;10-A;1217 EA;HILVERSUM;0402;HILVERSUM;Overige;0356852847;www.stichtingelan.nl;Hoflaan;10-A;1217 EA;HILVERSUM;706;SBO + SO + VSO
42708;Stichting Lotus Primair Onderwijs;Hogevecht;138-C;1102 HG;AMSTERDAM;0363;AMSTERDAM;                              ;0652685654;www.lotussschool.nl;Hogevecht;138-C;1102 HG;AMSTERDAM;136;BO
42709;Stg Onderwijsgroep Zuid-Hollandse Waarden voor PO en VO;Hakwei;2;2992 ZB;BARENDRECHT;0489;BARENDRECHT;Openbaar;0180642710;www.ozhw.nl;Postbus;206;2990 AE;BARENDRECHT;   ;BO
42715;Stichting School of Understanding Nederland;Churchilllaan;11;3527 GV;UTRECHT;0344;UTRECHT;Algemeen bijzonder;0708200234;www.schoolofunderstanding.nl;Senecalaan;12;5926 SL;VENLO;213;BO
42719;Stichting Plateau openbaar onderwijs Assen;Obrechtlaan;3-B;9402 TB;ASSEN;0106;ASSEN;Overige;          ;                                                                                ;Postbus;136;9400 AC;ASSEN;706;BO + SBO + SO + VSO
42721;Stichting 't Palet;Verlengde Raadhuislaan;1;1613 PN;GROOTEBROEK;0532;STEDE BROEC;Overige;0228523982;www.sbopalet.nl;Postbus;19;1610 AA;BOVENKARSPEL;940;SBO
42723;Stichting Jenaplanschool Antonius Abt;Oberon;17;5221 LT;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Overige;0738511200;                                                                                ;Postbus;80;3360 AB;SLIEDRECHT;136;BO
42724;Vereniging voor Chr PO op Reformatorische Grondslag in Zeeland te Middelburg;Biezelingsestraat;24;4421 BS;KAPELLE;0678;KAPELLE;Overige;0118640989;                                                                                ;Biezelingsestraat;24;4421 BS;KAPELLE;165;BO
42728;Stichting De Buitenkans;Landgraaf;12;8448 ML;HEERENVEEN;0074;HEERENVEEN;Overige;0513435387;www.debuitenkans.frl;Landgraaf;12;8448 ML;HEERENVEEN;   ;BO
42836;Ver. verstrekken basisonderw. gereform. grondslag te Yerseke;Jolstraat;1;4401 JC;YERSEKE;0703;REIMERSWAAL;Protestants-Christelijk;0113571678;                                                                                ;Postbus;104;4400 AC;YERSEKE;165;BO
42980;Stg. tot het Verstr. van Bas. ond. op Geref. Grondsl.;Stationsstraat;67;3905 JH;VEENENDAAL;0345;VEENENDAAL;Protestants-Christelijk;0318629525;                                                                                ;Stationsstraat;67;3905 JH;VEENENDAAL;606;BO
43005;Ver. tot het Verstr. van Ond. op Geref. Grondslag Terneuzen;Lorentzlaan;41;4532 KN;TERNEUZEN;0715;TERNEUZEN;Reformatorisch;0115620590;                                                                                ;Lorentzlaan;41;4532 KN;TERNEUZEN;413;BO
43058;Stichting Speciaal Onderwijs Tarcisiusschool;Pater Eijmardweg;19;6525 RL;NIJMEGEN;0268;NIJMEGEN;Rooms-Katholiek;0243557533;                                                                                ;Pater Eijmardweg;19;6525 RL;NIJMEGEN;688;SO + VSO
43175;Ver. tot het verstr. van Chr. Ond. op Ref. Grondslag te Zwijndrecht;Swanendrift;78;3332 RN;ZWIJNDRECHT;0642;ZWIJNDRECHT;Reformatorisch;0786120899;www.hellenbroekschool.nl;Swanendrift;78;3332 RN;ZWIJNDRECHT;165;BO
43188;Stg. Reformatorisch Onderwijs voor Woerden en omgeving;Irisstraat;2;3442 XH;WOERDEN;0632;WOERDEN;Reformatorisch;0348416036;www.jandebakkerschool.nl;Irisstraat;2;3442 XH;WOERDEN;165;BO
43227;Stg. PCPO Capelle a.d. IJssel en Krimpen aan den IJssel;Kanaalweg;67;2903 LR;CAPELLE AAN DEN IJSSEL;0502;CAPELLE AAN DEN IJSSEL;Protestants-Christelijk;0104512197;www.stichtingpcpo.nl;Kanaalweg;67;2903 LR;CAPELLE AAN DEN IJSSEL;136;BO + SBO
43304;Ver. voor Christelijk Onderw. te Vorden;Het Hoge;36;7251 XX;VORDEN;1876;BRONCKHORST;Protestants-Christelijk;0575552036;www.hethoge.nl;Het Hoge;36;7251 XX;VORDEN;744;BO
43305;Stichting Kathol. Onderw. Vierlingsbeek;Theobaldusweg;54;5825 BL;OVERLOON;0756;BOXMEER;Rooms-Katholiek;0478641614;www.josefschool.nl;Theobaldusweg;54;5825 BL;OVERLOON;606;BO
43318;Katholieke Scholenstichting Fectio;Pelmolen;19;3994 XX;HOUTEN;0321;HOUTEN;Rooms-Katholiek;0306381121;www.ksfectio.nl;Pelmolen;19;3994 XX;HOUTEN;   ;BO
43383;Ver. CO op Reformat. Grondslag te Barendrecht;Dorpsstraat;184;2992 AB;BARENDRECHT;0489;BARENDRECHT;Reformatorisch;0180615413;www.rehobothbarendrecht.nl;Dorpsstraat;184;2992 AB;BARENDRECHT;165;BO
43487;Stichting Oeverwal;Den Elt;17-D;6644 EA;EWIJK;0209;BEUNINGEN;Samenwerking Opb., PC, RK;0487524240;www.oeverwal.nl;Den Elt;17-D;6644 EA;EWIJK;   ;BO + SBO
43824;Schoolvereniging Uitgaande vd Gereformeerde Gemeente Kampen;Akelei;5;8265 KA;KAMPEN;0166;KAMPEN;Protestants-Christelijk;0383317424;www.gvpschoolkampen.nl;Akelei;5;8265 KA;KAMPEN;165;BO
43825;Stichting Katholiek Onderwijs Raamsdonk;Kerkstraat;33;4944 XB;RAAMSDONK;0779;GEERTRUIDENBERG;Rooms-Katholiek;0162512055;www.dehogewaai.nl;Kerkstraat;33;4944 XB;RAAMSDONK;413;BO
43864;Stichting Bijzonderwijs;Schonerwoerdstraat;1-B;1107 GA;AMSTERDAM;0363;AMSTERDAM;Algemeen bijzonder;0206999655;www.bijzonderwijs.nl;Schonerwoerdstraat;1-B;1107 GA;AMSTERDAM;780;BO
43928;Ver. voor Christ. Nationaal Onderwijs te Papendrecht;Giebelhof;15;3356 CG;PAPENDRECHT;0590;PAPENDRECHT;Protestants-Christelijk;0786449960;www.vcnop.nl;Trapezium;210;3364 DL;SLIEDRECHT;136;BO
43967;Stichting Katholiek Onderwijs Drimmelen;Romboutsstraat;72;4921 EJ;MADE;1719;DRIMMELEN;Rooms-Katholiek;0162684990;www.skod.org;Postbus;23;4920 AA;MADE;950;BO
43980;Stg. Herv. Scholen voor b.v.o. te Katwijk aan Zee;Abeelplein;40;2225 NH;KATWIJK ZH;0537;KATWIJK;Protestants-Christelijk;0714073243;www.hervormdescholen.nl;Abeelplein;40;2225 NH;KATWIJK ZH;136;BO
44071;Vereniging tot het verstrekken bas.ond. Ger. Gr.sl. Grafhors;Branderdijk;12;8277 AL;GRAFHORST;0166;KAMPEN;Protestants-Christelijk;0387852430;www.smdbhetvisnet.nl;Branderdijk;12;8277 AL;GRAFHORST;165;BO
44175;Vereniging 'Een School met de Bijbel';Noordstraat;1;3371 SP;HARDINXVELD-GIESSENDAM;0523;HARDINXVELD-GIESSENDAM;Protestants-Christelijk;          ;                                                                                ;Postbus;54;3370 AB;HARDINXVELD-GIESSENDAM;165;BO
44201;Onderwijsstichting KempenKind;Mortel;1;5521 TP;EERSEL;0770;EERSEL;Rooms-Katholiek;0497516337;www.kempenkind.nl;Postbus;219;5520 AE;EERSEL;947;BO + SBO + SO + VSO
44318;Hervormde Ver. Chr. Onderwijs te IJsselmuiden;Drostenstraat;1-A;8271 TC;IJSSELMUIDEN;0166;KAMPEN;Protestants-Christelijk;0383316435;www.rehoboth-ijsselmuiden.nl;Groenendael;226;8271 EM;IJSSELMUIDEN;715;BO
44397;Stichting Samenwerkingsbestuur Primair Onderw. Venray/Regio;Eindstraat;42;5801 CR;VENRAY;0984;VENRAY;Samenwerking Opb., PC, RK, Alg;0478516215;www.spovenray.nl;Eindstraat;42;5801 CR;VENRAY;   ;BO + SBO
44813;Stichting Speciaal Onderwijs Noord- en Midden-Limburg;Wylrehofweg;11;5912 PM;VENLO;0983;VENLO;Rooms-Katholiek;0773559050;www.ogbuitengewoon.nl;Postbus;809;5900 AV;VENLO;   ;SO + VSO
45000;Stichting Primenius;Scholtenswijk;10;9665 KN;OUDE PEKELA;0765;PEKELA;Rooms-Katholiek;0597676955;www.primenius.nl;Postbus;12;9665 ZG;OUDE PEKELA;780;BO + SBO
45059;Sticht. De Werf v. onderw. op grondsl. vr. pers.heidsvorming;Koperslagerstraat;2;1544 CA;ZAANDIJK;0479;ZAANSTAD;Algemeen bijzonder;0756283426;www.basisschooldewerf.nl;Koperslagerstraat;2;1544 CA;ZAANDIJK;136;BO
45099;Vereniging van Scholen met de Bijbel;Loggerstraat;2;2957 EP;NIEUW-LEKKERLAND;1927;MOLENWAARD;Protestants-Christelijk;0184682765;www.groenendijk.nl;Postbus;11;2957 ZG;NIEUW-LEKKERLAND;136;BO
45189;Stichting Katholiek Onderwijs in de Parochie van de Allerheiligste Drieeenheid;Bispinckpark;31;2061 SG;BLOEMENDAAL;0377;BLOEMENDAAL;Rooms-Katholiek;0235255589;www.dejosephschool.nl;Bispinckpark;31;2061 SG;BLOEMENDAAL;223;BO
45722;Ver. tot het Verstr. van Ond. op Geref. Grondslag te Teuge;Zandenallee;18;7395 PC;TEUGE;0285;VOORST;Protestants-Christelijk;0553231483;www.eben-haezerschool.eu;Zandenallee;18;7395 PC;TEUGE;165;BO
45774;Ver. Verstrekken van Onderwijs Geref. Grondslag te Waarde;Groene Kruisstraat;12;4414 AL;WAARDE;0703;REIMERSWAAL;Protestants-Christelijk;0113503042;www.cbsdenakker.nl;Groene Kruisstraat;12;4414 AL;WAARDE;165;BO
45917;Vereniging voor Christel. Prim. Onderwijs;Anne Frankstraat;26;3207 GA;SPIJKENISSE;1930;NISSEWAARD;Protestants-Christelijk;0181629298;www.vcpo-spijkenisse.nl;Anne Frankstraat;26;3207 GA;SPIJKENISSE;168;BO + SBO
45969;Stg. v. Protestants CBO in de Gemeente Voorst;H.W. Iordensweg;9;7391 KA;TWELLO;0285;VOORST;Protestants-Christelijk;0571276949;www.pcbovoorst.nl;H.W. Iordensweg;9;7391 KA;TWELLO;606;BO
46021;Ver. tot het verstr. v. o.o.g. grondslag te Waardenburg;Pr Willem-Alexanderstr;3;4181 BA;WAARDENBURG;0304;NEERIJNEN;Protestants-Christelijk;          ;                                                                                ;Pr Willem-Alexanderstr;3;4181 BA;WAARDENBURG;165;BO
46060;Ver. Instandh. Scholen Bijbel te Molenaarsgraaf e.o.;Dorpsstraat;13;2973 AB;MOLENAARSGRAAF;1927;MOLENWAARD;Protestants-Christelijk;0184641480;www.cbsdebronmolenaarsgraaf.nl;Postbus;80;3360 AB;SLIEDRECHT;136;BO
46152;Ver. tot het Verstrekken bo op RG vd Noordoostpolder en omg.;Voorne;6;8302 NN;EMMELOORD;0171;NOORDOOSTPOLDER;Reformatorisch;0527620911;                                                                                ;Vogelsant;8;8303 ZR;EMMELOORD;165;BO
46243;Stichting Nutsschool Voorschoten;Elstlaan;6;2252 LC;VOORSCHOTEN;0626;VOORSCHOTEN;Algemeen bijzonder;0715614097;www.nutsbasisschool.nl;Elstlaan;6;2252 LC;VOORSCHOTEN;098;BO
46385;Stichting Katholiek Onderwijs Bernardus Alfrink;Bomkade;16-18;3311 JD;DORDRECHT;0505;DORDRECHT;Rooms-Katholiek;0786326200;www.skoba.nl;Bomkade;16-18;3311 JD;DORDRECHT;   ;BO
46463;Vereniging voor Christelijk Basisonderwijs te Tijnje;Master Roordawei;1;8406 ES;TIJNJE;0086;OPSTERLAND;Protestants-Christelijk;0513571620;www.cbsderank.nl;Master Roordawei;1;8406 ES;TIJNJE;780;BO
46697;Ver. tot het verstr. Cbo/rm gs 'Boazschool' te Meliskerke;Valkenburgstraat;10;4365 AC;MELISKERKE;0717;VEERE;Reformatorisch;0118561649;www.boazschool.nl;Valkenburgstraat;10;4365 AC;MELISKERKE;165;BO
46723;Stichting Rotterdamse Schoolvereniging;Schiedamsesingel;155;3012 BB;ROTTERDAM;0599;ROTTERDAM;Algemeen bijzonder;0104138999;www.rsv.nl;Schiedamsesingel;155;3012 BB;ROTTERDAM;706;BO
46724;Stg. LIMA voor Kath. Primair Onderwijs in Oost Gelre;Varsseveldseweg;47;7131 BH;LICHTENVOORDE;1586;OOST GELRE;Rooms-Katholiek;0544372952;www.stichtinglima.nl;Postbus;95;7130 AB;LICHTENVOORDE;947;BO + SBO
46879;Stichting 'Het Rijnlands Lyceum';Backershagenlaan;3;2243 AB;WASSENAAR;0629;WASSENAAR;Algemeen bijzonder;0715730910;www.rijnlandslyceum.nl;Postbus;486;2240 AL;WASSENAAR;   ;BO
